,REGIONDESC,TIMEDESC,PRODHIERARCHY3,PRODHIERARCHY4,PRODHIERARCHY5,PRODHIERARCHY6,VOLUME,REVENUE_PESOS,ACTUALPRICE,DISTRIBUTION_NUMERIC,WEIGHTEDDISTRIBUTION,MAX_TEMP,MIN_TEMP,AVG_TEMP,PRECIPITATION,CATEGORY_SALES,CATEGORY_SALES_REGIONAL,BARILLITO_MC_PRICE,TECATE_MC_PRICE,HEINEKEN_MC_PRICE,INDIO_MC_PRICE,BOHEMIA_MC_PRICE,New_Years_Day,Christmas_Day,Day_of_Dead,Easter_Day,Fathers_Day,Independence_Day,Trend,seasonality_index,Year,GEODESC,CHANNELDESC,PRODDESC,GEODESC1,GEOGDESC
3651,TOTAL AUTOS AREA 3,08/04/19,BOTELLA,RETORNABLE,1,1001 O MAS,25.465,697.455,27.3887689,89,90,98.5,53.9,72.46, 25.85 ,7425.016,773.9780000000003,0.022618459,-0.019119785,-0.037260692,0.062889504,0.043506811,0,0,0,0,0,0,1.075452984,0.008025792,2019,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,1001 O MAS_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
3652,TOTAL AUTOS AREA 6,03/24/19,BOTELLA,RETORNABLE,12,0-250,2.286,88.686,38.79527559,36,43,102.3,48.2,77.98, 0.54 ,7162.33,1616.37,-0.008803481,0.061616291,-0.006392236,0.0653213,0.0291909829999999,0,0,0,0,0,0,1.061979237,0.033368106,2019,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
3653,TOTAL AUTOS AREA 3,01/06/19,LATA,NO RETORNABLE,6,251-400,8.705,281.551,32.34359563,53,55,94.2,32.0,63.99, 0.03 ,9080.44,946.398,-0.0426863929999999,0.030311571,0.016361017,0.0423306659999999,0.0124669,1,0,0,0,0,0,1.056589738,-0.046198099,2019,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
3654,TOTAL AUTOS AREA 4,08/26/18,BOTELLA,RETORNABLE,12,251-400,5.718999999999999,211.823,37.03846826,65,76,93.2,48.9,71.09, 26.60 ,5709.565,753.023,-0.005042496,-0.001588592,-0.033933291,0.012186473,-0.01461731,0,0,0,0,0,0,1.043115991,0.008025792,2018,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,251-400_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
3655,TOTAL AUTOS AREA 1,08/11/19,LATA,NO RETORNABLE,4,401-500,1.788,55.131,30.83389262,18,26,114.8,60.8,87.13, 1.64 ,7152.073,748.492,0.029368744,-0.02937495,-0.043455869,0.053298517,0.0491152,0,0,0,0,0,0,1.075452984,0.008025792,2019,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
3656,TOTAL AUTOS AREA 4,01/27/19,BOTELLA,RETORNABLE,12,0-250,4.024,162.381,40.35313121,49,57,95.7,29.2,62.16, -   ,4940.649,631.585,-0.0188281369999999,0.068387227,0.008464491,0.037497309,0.022459922,0,0,0,0,0,0,1.056589738,-0.046198099,2019,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
3657,TOTAL AUTOS AREA 2,03/11/18,LATA,NO RETORNABLE,1,401-500,2.861,101.776,35.57357567,49,65,100.4,35.6,67.83, 1.22 ,5435.706,1439.818,0.0123508489999999,0.026203955,0.06692419,0.002334129,0.0038847359999999,0,0,0,0,0,0,1.0296422440000002,0.033368106,2018,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
3658,TOTAL AUTOS AREA 3,08/11/19,BOTELLA,RETORNABLE,1,1001 O MAS,24.676,667.803,27.0628546,90,90,99.4,51.8,73.67, 13.75 ,7152.073,642.875,0.029368744,-0.02937495,-0.043455869,0.053298517,0.0491152,0,0,0,0,0,0,1.075452984,0.008025792,2019,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,1001 O MAS_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
3659,TOTAL AUTOS AREA 6,03/31/19,BOTELLA,RETORNABLE,12,0-250,2.575,100.113,38.87883495,40,50,104.7,53.6,80.5, 0.53 ,7322.72,1696.461,-0.016281513,0.068143689,-0.006878068,0.066637854,0.030539687,0,0,0,0,0,0,1.061979237,0.033368106,2019,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
3660,TOTAL AUTOS AREA 3,01/21/18,BOTELLA,NO RETORNABLE,1,251-400,0.0,0.002,0.0,0,0,99.8,34.7,63.07, 0.75 ,4275.407999999999,513.3380000000002,-0.026198772,0.022840641,0.083819754,0.001439538,0.005209345,0,0,0,0,0,0,1.024252745,-0.046198099,2018,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
3661,TOTAL AUTOS AREA 3,01/13/19,LATA,NO RETORNABLE,6,251-400,4.248,139.703,32.88677024,51,55,99.4,41.0,64.5, 0.06 ,4830.403,480.24800000000016,-0.003560949,0.076851634,0.043694615,0.0502519509999999,0.010475236,0,0,0,0,0,0,1.056589738,-0.046198099,2019,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
3662,TOTAL AUTOS AREA 4,09/02/18,BOTELLA,RETORNABLE,12,251-400,6.507999999999999,241.215,37.0643823,66,64,94.0,49.3,71.32, 22.28 ,6157.774,805.2310000000001,-0.013627566,0.0031590529999999,-0.028810445,0.003160069,-0.011527295,0,0,0,0,0,0,1.04581074,-0.021619771,2018,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,251-400_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
3663,TOTAL AUTOS AREA 1,01/21/18,BOTELLA,NO RETORNABLE,6,251-400,0.517,20.225,39.11992263,14,28,90.0,36.7,63.22, 0.10 ,4275.407999999999,478.44,-0.026198772,0.022840641,0.083819754,0.001439538,0.005209345,0,0,0,0,0,0,1.024252745,-0.046198099,2018,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
3664,TOTAL AUTOS AREA 1,08/18/19,LATA,NO RETORNABLE,4,401-500,2.04,62.984,30.8745098,24,39,115.7,60.8,85.85, 13.70 ,6807.627,751.845,0.035909773,-0.02395118,-0.042029453,0.053830703,0.05102077,0,0,0,0,0,0,1.075452984,0.008025792,2019,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
3665,TOTAL AUTOS AREA 4,02/03/19,BOTELLA,RETORNABLE,12,0-250,11.784,429.392,36.43856076,57,67,95.6,34.8,66.99, -   ,6364.406999999997,882.571,-0.026949955,0.052335699,0.02789445,0.048251584,0.02384007,0,0,0,0,0,0,1.059284487,-0.047299884,2019,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
3666,TOTAL AUTOS AREA 5,09/02/18,BOTELLA,RETORNABLE,1,1001 O MAS,38.509,1023.46,26.57716378,94,95,77.8,46.4,64.54, 2.58 ,6157.774,990.621,-0.013627566,0.0031590529999999,-0.028810445,0.003160069,-0.011527295,0,0,0,0,0,0,1.04581074,-0.021619771,2018,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,1001 O MAS_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
3667,TOTAL AUTOS AREA 2,03/18/18,LATA,NO RETORNABLE,1,401-500,3.446,115.206,33.43180499,52,67,103.6,32.0,70.79, 0.59 ,7072.15,1809.017,-0.00097538,0.004263017,0.0595343309999999,-0.003620995,0.00347194,0,0,0,0,0,0,1.0296422440000002,0.033368106,2018,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
3668,TOTAL AUTOS AREA 3,08/18/19,BOTELLA,RETORNABLE,1,1001 O MAS,27.175,734.1610000000003,27.01604416,90,89,98.0,49.7,73.36, 17.98 ,6807.627,597.499,0.035909773,-0.02395118,-0.042029453,0.053830703,0.05102077,0,0,0,0,0,0,1.075452984,0.008025792,2019,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,1001 O MAS_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
3669,TOTAL AUTOS AREA 6,04/07/19,BOTELLA,RETORNABLE,12,0-250,2.553,99.977,39.16059538,36,43,105.8,44.6,80.77, 8.09 ,6699.226,1528.51,-0.013202387,0.060954355,-0.002201729,0.070916736,0.032706544,0,0,0,0,0,0,1.064673986,0.076497199,2019,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
3670,TOTAL AUTOS AREA 3,02/04/18,BOTELLA,NO RETORNABLE,1,251-400,0.0,0.002,0.0,0,0,96.7,41.4,65.34, 6.06 ,5873.379,596.2280000000002,-0.003303712,-0.016339829,0.078592859,0.000998393,0.00333553,0,0,0,0,0,0,1.026947494,-0.047299884,2018,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
3671,TOTAL AUTOS AREA 3,01/20/19,LATA,NO RETORNABLE,6,251-400,4.505,149.899,33.27391787,51,57,98.1,33.3,63.67, -   ,5084.96,528.979,-0.016357103,0.066842174,0.030895274,0.039719803,0.018937625,0,0,0,0,0,0,1.056589738,-0.046198099,2019,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
3672,TOTAL AUTOS AREA 4,09/09/18,BOTELLA,RETORNABLE,12,251-400,6.933,254.418,36.69666811,67,81,93.2,48.2,71.04, 22.96 ,6533.767,948.776,-0.003840408,-0.019299864,-0.071335557,-0.002807639,0.024898891,0,0,0,0,0,0,1.04581074,-0.021619771,2018,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,251-400_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
3673,TOTAL AUTOS AREA 1,01/28/18,BOTELLA,NO RETORNABLE,6,251-400,0.599,23.788,39.71285476,13,28,96.6,42.8,70.64, 0.24 ,4789.157999999999,499.273,-0.02659789,0.00602145,0.072340352,0.001563921,0.003651002,0,0,0,0,0,0,1.024252745,-0.046198099,2018,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
3674,TOTAL AUTOS AREA 1,08/25/19,LATA,NO RETORNABLE,4,401-500,1.61,50.11,31.124223600000004,24,38,111.2,64.4,85.36, 6.56 ,6200.615,692.127,0.026770891,-0.023022315,-0.047151359,0.0507492779999999,0.052393262,0,0,0,0,0,0,1.075452984,0.008025792,2019,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
3675,TOTAL AUTOS AREA 2,10/20/19,BOTELLA,RETORNABLE,1,0-250,0.015,0.632,42.13333333,1,2,96.6,28.1,69.93, 10.16 ,5340.611,1515.024,0.07292821,0.0067962269999999,-0.007716716,0.055733028,0.03183309,0,0,0,0,0,0,1.080842482,-0.06891731,2019,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
3676,TOTAL AUTOS AREA 4,02/10/19,BOTELLA,RETORNABLE,12,0-250,9.702,362.224,37.33498248,50,70,97.3,36.8,67.3, 0.38 ,5806.505999999999,962.123,-0.019358122,0.066191819,0.0256995379999999,0.03997353,0.024223665,0,0,0,0,0,0,1.059284487,-0.047299884,2019,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
3677,TOTAL AUTOS AREA 5,09/09/18,BOTELLA,RETORNABLE,1,1001 O MAS,40.12300000000001,1064.861,26.53991476,96,97,77.8,48.2,64.02, 2.48 ,6533.767,1238.1660000000004,-0.003840408,-0.019299864,-0.071335557,-0.002807639,0.024898891,0,0,0,0,0,0,1.04581074,-0.021619771,2018,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,1001 O MAS_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
3678,TOTAL AUTOS AREA 2,03/25/18,LATA,NO RETORNABLE,1,401-500,4.154,133.529,32.14467983,52,67,100.8,28.4,71.09, 2.11 ,7072.234,1831.683,-0.00081689,-0.051172502,0.041881954,-0.011396037,-0.000795088,0,0,0,0,0,0,1.0296422440000002,0.033368106,2018,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
3679,TOTAL AUTOS AREA 6,05/05/19,BOTELLA,NO RETORNABLE,6,251-400,1.004,45.294,45.11354582,29,39,107.4,57.2,85.1, 2.98 ,7956.873,1852.315,-0.001312405,0.040880877,-0.029649956,0.065266185,0.032624242,0,0,0,0,0,0,1.067368735,0.059138089,2019,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
3680,TOTAL AUTOS AREA 3,08/25/19,BOTELLA,RETORNABLE,1,1001 O MAS,24.458,662.668,27.09412053,88,87,97.8,50.0,72.66, 8.69 ,6200.615,537.84,0.026770891,-0.023022315,-0.047151359,0.0507492779999999,0.052393262,0,0,0,0,0,0,1.075452984,0.008025792,2019,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,1001 O MAS_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
3681,TOTAL AUTOS AREA 6,04/14/19,BOTELLA,RETORNABLE,12,0-250,3.052,119.12,39.03014417,44,48,104.5,51.8,81.1, 10.97 ,7828.475,1975.279,-0.015981692,0.019323065,-0.05442353,0.061034932,0.029421118,0,0,0,0,0,0,1.064673986,0.076497199,2019,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
3682,TOTAL AUTOS AREA 3,04/22/18,BOTELLA,NO RETORNABLE,1,251-400,0.0,0.002,0.0,0,0,103.7,50.0,73.66, 0.04 ,5903.285,699.6339999999999,0.036030257,0.00120821,0.0622473979999999,-0.007084988,-0.026264904,0,0,0,0,0,0,1.032336993,0.076497199,2018,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
3683,TOTAL AUTOS AREA 4,09/16/18,BOTELLA,RETORNABLE,12,251-400,11.743,414.317,35.28204036,74,84,94.8,48.8,71.52, 8.86 ,8301.264000000001,1119.937,-0.007010959,-0.064047348,-0.093560172,-0.005266278,0.030360154,0,0,0,0,0,1,1.04581074,-0.021619771,2018,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,251-400_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
3684,TOTAL AUTOS AREA 1,02/04/18,BOTELLA,NO RETORNABLE,6,251-400,0.825,32.921,39.90424242,15,29,93.6,44.9,70.48, 0.14 ,5873.379,667.683,-0.003303712,-0.016339829,0.078592859,0.000998393,0.00333553,0,0,0,0,0,0,1.026947494,-0.047299884,2018,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
3685,TOTAL AUTOS AREA 2,10/07/18,LATA,NO RETORNABLE,1,401-500,3.064,107.036,34.93342037,53,65,95.7,40.6,73.57, 7.33 ,5307.566,1518.8270000000002,0.033955063,0.007969313,-0.020626988,-0.000838886,0.032953056,0,0,0,0,0,0,1.048505489,-0.06891731,2018,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
3686,TOTAL AUTOS AREA 5,12/15/19,LATA,NO RETORNABLE,6,251-400,17.871,552.663,30.925130100000004,79,85,74.2,32.0,55.62, -   ,7993.681,1487.612,-0.044898757,-0.021667203,-0.117140177,-0.004539039,-0.026688068,0,0,0,0,0,0,1.0862319809999998,-0.045630167,2019,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
3687,TOTAL AUTOS AREA 1,09/01/19,LATA,NO RETORNABLE,4,401-500,1.951,60.319,30.91696566,25,40,109.4,64.4,84.83, 5.29 ,6227.7109999999975,754.7819999999997,0.023653802,-0.024621326,-0.0487998709999999,0.0559627159999999,0.053008322,0,0,0,0,0,0,1.078147733,-0.021619771,2019,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
3688,TOTAL AUTOS AREA 4,02/17/19,BOTELLA,RETORNABLE,12,0-250,12.411,428.927,34.56022883,53,61,98.8,35.9,69.1, -   ,5966.113,816.965,-0.0266612889999999,0.061171851,0.0242548629999999,0.040688598,0.027692946,0,0,0,0,0,0,1.059284487,-0.047299884,2019,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
3689,TOTAL AUTOS AREA 5,09/16/18,BOTELLA,RETORNABLE,1,1001 O MAS,72.861,1924.032,26.40688434,97,97,77.8,46.4,64.42, 1.76 ,8301.264000000001,1673.581,-0.007010959,-0.064047348,-0.093560172,-0.005266278,0.030360154,0,0,0,0,0,1,1.04581074,-0.021619771,2018,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,1001 O MAS_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
3690,TOTAL AUTOS AREA 2,04/01/18,LATA,NO RETORNABLE,1,401-500,5.279,173.455,32.85754878,57,68,99.5,37.4,72.35, 2.20 ,11468.354,3081.356,0.00017308,-0.097900426,0.032239635,-0.011943511,-0.004822173,0,0,0,1,0,0,1.032336993,0.076497199,2018,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
3691,TOTAL AUTOS AREA 6,05/12/19,BOTELLA,NO RETORNABLE,6,251-400,0.975,43.772,44.89435897,27,35,107.5,59.0,85.11, 6.28 ,7946.015,1836.092,-0.006032048,0.041213886,-0.0265669,0.072282627,0.027450207,0,0,0,0,0,0,1.067368735,0.059138089,2019,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
3692,TOTAL AUTOS AREA 6,04/21/19,BOTELLA,RETORNABLE,12,0-250,4.768,184.103,38.61220638,50,56,103.6,50.0,81.06, 0.89 ,12025.119,2532.598,-0.006553765,-0.011310876,-0.067398209,0.048903141,0.030637584,0,0,0,1,0,0,1.064673986,0.076497199,2019,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
3693,TOTAL AUTOS AREA 1,02/11/18,BOTELLA,NO RETORNABLE,6,251-400,0.5670000000000001,22.552,39.77425044,14,25,95.0,42.8,69.58, 0.47 ,5053.971,592.999,0.004547596,0.014557579,0.059381231,-0.007396386,0.00606252,0,0,0,0,0,0,1.026947494,-0.047299884,2018,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
3694,TOTAL AUTOS AREA 2,04/22/18,LATA,NO RETORNABLE,6,251-400,1.521,48.744,32.04733728,5,5,100.8,46.4,72.98, 12.56 ,5903.285,1495.582,0.036030257,0.00120821,0.0622473979999999,-0.007084988,-0.026264904,0,0,0,0,0,0,1.032336993,0.076497199,2018,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
3695,TOTAL AUTOS AREA 2,10/14/18,LATA,NO RETORNABLE,1,401-500,2.963,104.153,35.15119811,52,64,94.5,39.2,65.07, 11.32 ,5746.099,1503.122,0.0227913579999999,0.001877652,-0.034079733,-0.007986171,0.024411274,0,0,0,0,0,0,1.048505489,-0.06891731,2018,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
3696,TOTAL AUTOS AREA 5,12/22/19,LATA,NO RETORNABLE,6,251-400,15.447,473.348,30.64336117,79,83,76.0,32.0,56.44, -   ,8145.14,1349.231,-0.038510776,-0.040120892,-0.118604796,-0.011673781,-0.013422934,0,1,0,0,0,0,1.0862319809999998,-0.045630167,2019,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
3697,TOTAL AUTOS AREA 1,09/08/19,LATA,NO RETORNABLE,4,401-500,1.5930000000000002,49.182,30.87382298,25,38,105.8,60.8,83.12, 7.63 ,6051.834,690.5160000000003,0.056274492,0.010606315,-0.002171916,0.056008949,0.053751855,0,0,0,0,0,0,1.078147733,-0.021619771,2019,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
3698,TOTAL AUTOS AREA 4,02/24/19,BOTELLA,RETORNABLE,12,0-250,12.653,440.109,34.78297637,54,61,97.8,41.3,70.35, 3.19 ,5554.344,716.1619999999997,-0.024189102,0.060282215,0.023123024,0.036167067,0.026912666,0,0,0,0,0,0,1.059284487,-0.047299884,2019,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 4,TOTAL AUTOS AREA 4
3699,TOTAL AUTOS AREA 5,09/23/18,BOTELLA,RETORNABLE,1,1001 O MAS,32.111,855.56,26.64382922,93,93,77.8,46.4,63.98, 1.88 ,5779.981,883.438,0.001871261,-0.0324584829999999,-0.044326172,-0.008749484,0.033999028,0,0,0,0,0,0,1.04581074,-0.021619771,2018,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5,1001 O MAS_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 5,TOTAL AUTOS AREA 5
3700,TOTAL AUTOS AREA 2,04/08/18,LATA,NO RETORNABLE,1,401-500,2.883,101.655,35.26014568,49,62,104.0,36.2,72.19, 5.14 ,6059.311,1586.63,0.002693397,-0.011045236,0.059956995,-0.003809829,-0.008940387,0,0,0,0,0,0,1.032336993,0.076497199,2018,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
3701,TOTAL AUTOS AREA 6,05/19/19,BOTELLA,NO RETORNABLE,6,251-400,0.957,42.82899999999999,44.75339603,25,34,106.3,55.4,85.14, 6.84 ,7513.475,1771.142,0.0021077789999999,0.034351734,-0.0266012139999999,0.070977616,0.0261307979999999,0,0,0,0,0,0,1.067368735,0.059138089,2019,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
3702,TOTAL AUTOS AREA 6,04/28/19,BOTELLA,RETORNABLE,12,0-250,1.983,78.811,39.7433182,36,44,105.2,57.2,84.46, 2.10 ,7378.435,1699.858,-0.008633927,0.014374526,-0.057767997,0.0520598029999999,0.031640875,0,0,0,0,0,0,1.064673986,0.076497199,2019,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6,0-250_BOTELLA_RETORNABLE,TOTAL AUTOS AREA 6,TOTAL AUTOS AREA 6
3703,TOTAL AUTOS AREA 3,10/21/18,LATA,NO RETORNABLE,6,251-400,6.974,216.463,31.03857184,54,64,94.0,51.4,69.48, 9.83 ,5034.818,539.456,0.027088026,0.002263591,-0.0373628229999999,-0.0115562369999999,0.0215309339999999,0,0,0,0,0,0,1.048505489,-0.06891731,2018,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 3,TOTAL AUTOS AREA 3
3704,TOTAL AUTOS AREA 1,02/18/18,BOTELLA,NO RETORNABLE,6,251-400,0.64,25.321,39.5640625,15,30,91.4,35.6,63.64, 0.23 ,5351.353,601.555,0.006824425,0.003061394,0.0559599759999999,-0.020427063,0.004249893,0,0,0,0,0,0,1.026947494,-0.047299884,2018,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1,251-400_BOTELLA_NO RETORNABLE,TOTAL AUTOS AREA 1,TOTAL AUTOS AREA 1
3705,TOTAL AUTOS AREA 2,05/06/18,LATA,NO RETORNABLE,6,251-400,2.005,63.622,31.73167082,5,5,104.0,48.0,75.09, 3.76 ,6216.272,1756.5079999999994,0.055144884,-0.021909876,0.034110714,-0.021326789,-0.027550132,0,0,0,0,0,0,1.035031742,0.059138089,2018,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,251-400_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
3706,TOTAL AUTOS AREA 2,10/21/18,LATA,NO RETORNABLE,1,401-500,2.366,80.602,34.06677937,45,60,92.0,42.8,65.86, 13.61 ,5034.818,1181.896,0.027088026,0.002263591,-0.0373628229999999,-0.0115562369999999,0.0215309339999999,0,0,0,0,0,0,1.048505489,-0.06891731,2018,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2,401-500_LATA_NO RETORNABLE,TOTAL AUTOS AREA 2,TOTAL AUTOS AREA 2
